Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.05    0.00 12637001/12637001     std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_key(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > const*) [16]
[28]     2.5    0.05    0.00 12637001         std::_Rb_tree<point, std::pair<point const, std::vector<point, std::allocator<point> > >, std::_Select1st<std::pair<point const, std::vector<point, std::allocator<point> > > >, std::less<point>, std::allocator<std::pair<point const, std::vector<point, std::allocator<point> > > > >::_S_value(std::_Rb_tree_node<std::pair<point const, std::vector<point, std::allocator<point> > > > const*) [28]
-----------------------------------------------
                0.00    0.00   10064/3940682     grafo::initialize() [51]
                0.00    0.00  111458/3940682     grafo::dijkstra(double const&, point const&) [9]
                0.02    0.02 3819160/3940682     grafo::insert(point) [2]
[29]     2.4    0.02    0.02 3940682         std::vector<point, std::allocator<point> >::operator[](unsigned int) [29]
                0.00    0.00 3940682/4076460     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator+(int const&) const [74]
                0.01    0.00 3940682/12462392     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator*() const [40]
                0.00    0.00 3940682/5237763     std::vector<point, std::allocator<point> >::begin() [72]
-----------------------------------------------
                0.03    0.01 1262530/1262530     grafo::insert(point) [2]
[30]     2.3    0.03    0.01 1262530         operator!=(point const&, point const&) [30]
                0.01    0.00 1262530/9449760     operator==(point const&, point const&) [21]
-----------------------------------------------
                0.00    0.01   14340/40473       void std::__push_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, int, point, heapCompare) [49]
                0.00    0.03   26133/40473       void std::__adjust_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, int, point, heapCompare) [36]
[31]     2.3    0.00    0.04   40473         heapCompare::operator()(point const&, point const&) const [31]
                0.00    0.04   80946/203758      std::map<point, double, std::less<point>, std::allocator<std::pair<point const, double> > >::operator[](point const&) [19]
-----------------------------------------------
                0.00    0.03    6324/6324        grafo::dijkstra(double const&, point const&) [9]
[32]     1.9    0.00    0.03    6324         std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::pop() [32]
                0.00    0.03    6324/6324        void std::pop_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare) [34]
                0.00    0.00    6324/6324        std::vector<point, std::allocator<point> >::pop_back() [122]
                0.00    0.00    6324/2581504     std::vector<point, std::allocator<point> >::end() [80]
                0.00    0.00    6324/5237763     std::vector<point, std::allocator<point> >::begin() [72]
-----------------------------------------------
                0.03    0.00 2620636/2620636     std::vector<point, std::allocator<point> >::size() const [24]
[33]     1.9    0.03    0.00 2620636         __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >::difference_type __gnu_cxx::operator-<point const*, point const*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > > const&) [33]
                0.00    0.00 5241272/21648500     __gnu_cxx::__normal_iterator<point const*, std::vector<point, std::allocator<point> > >::base() const [44]
-----------------------------------------------
                0.00    0.03    6324/6324        std::priority_queue<point, std::vector<point, std::allocator<point> >, heapCompare>::pop() [32]
[34]     1.9    0.00    0.03    6324         void std::pop_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare) [34]
                0.00    0.03    6324/6324        void std::__pop_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point, heapCompare) [35]
                0.00    0.00   18972/25296       __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator-(int const&) const [123]
                0.00    0.00    6324/12462392     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator*() const [40]
-----------------------------------------------
                0.00    0.03    6324/6324        void std::pop_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare) [34]
[35]     1.9    0.00    0.03    6324         void std::__pop_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point, heapCompare) [35]
                0.00    0.03    6324/6324        void std::__adjust_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, int, point, heapCompare) [36]
                0.00    0.00    6324/2537718     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::difference_type __gnu_cxx::operator-<point*, point*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&) [37]
                0.00    0.00   12648/12462392     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator*() const [40]
-----------------------------------------------
                0.00    0.03    6324/6324        void std::__pop_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point, heapCompare) [35]
[36]     1.9    0.00    0.03    6324         void std::__adjust_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, int, point, heapCompare) [36]
                0.00    0.03   26133/40473       heapCompare::operator()(point const&, point const&) const [31]
                0.00    0.01    6324/12648       void std::__push_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, int, int, point, heapCompare) [49]
                0.00    0.00  105204/4076460     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator+(int const&) const [74]
                0.00    0.00  105204/12462392     __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::operator*() const [40]
-----------------------------------------------
                0.00    0.00      10/2537718     void std::make_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare) [133]
                0.00    0.00    6324/2537718     void std::__pop_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point, heapCompare) [35]
                0.00    0.00    6324/2537718     void std::push_heap<__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, heapCompare) [77]
